Year,Tournamment,Team,Player,G,W,L,WR,K,D,A,KDA,CS,CS/M,G,G/M,DMG,DMG/M,KPAR,KS,GS,CP,Champs,Role
2024,Spring_Promotion,DG Esports,TQK,12,3,9,25%,0.5,3.83,8.33,2.3,34.33,1.3,6.2,235,3.8k,144.4,62.7%,3.6%,13.5%,5,"['Rell', 'Leona', 'Nautilus']",Support
2024,Spring_Promotion,DG Esports,Yuyin,12,3,9,25%,6.75,2.5,2.83,3.83,251,9.51,12.3,464,15.9k,601.7,68%,47.9%,26.7%,3,"[""Kai'Sa"", 'Zeri', 'Xayah']",Bot Laner
2024,Spring_Promotion,DG Esports,Rudeus,9,2,7,22.2%,1.33,3.89,4.67,1.54,178.22,6.83,8.1,312,12.9k,495.5,47%,10.4%,18.4%,6,"['Neeko', 'Ahri', 'Syndra']",Mid Laner
2024,Spring_Promotion,DG Esports,zhang kun,8,2,6,25%,3.13,3.25,4.88,2.46,188.88,7.13,9.9,375,16.1k,607.4,51.6%,20.2%,21.2%,6,"[""K'Sante"", 'Renekton', 'Aatrox']",Top Laner
2024,Spring_Promotion,DG Esports,echduquai,7,2,5,28.6%,2.71,3.14,4.14,2.18,210,7.86,10,374,11.9k,447.1,48.5%,19.2%,21.3%,6,"[""K'Sante"", 'Yone', 'Sylas']",Top Laner
2024,Spring_Promotion,DG Esports,Kriss Kyle,6,2,4,33.3%,3,3.67,9.17,3.32,139,5.2,9.2,343,8.4k,313.7,71.6%,17.6%,19.2%,4,"['Sejuani', 'Vi', 'Jarvan IV']",Jungler
2024,Spring_Promotion,DG Esports,Sweetboy,6,1,5,16.7%,1.33,4.33,7.67,2.08,139.17,5.34,8.5,325,8.5k,326.5,80.6%,11.9%,19.3%,4,"['Jarvan IV', 'Nocturne', 'Gragas']",Jungler
2024,Spring_Promotion,MGN Box Esports,Ryuk,18,16,2,88.9%,2.67,2.06,4.72,3.59,230.83,8.35,11.1,402,12.2k,441.5,40.9%,14.8%,20%,5,"['Aatrox', ""K'Sante"", 'Renekton']",Top Laner
2024,Spring_Promotion,MGN Box Esports,Sorn,18,16,2,88.9%,3.28,2.06,10.83,6.86,157.83,5.71,10.9,396,10.6k,382.4,78.2%,18.2%,19.7%,7,"['Vi', 'Jarvan IV', 'Rell']",Jungler
2024,Spring_Promotion,MGN Box Esports,Style,18,16,2,88.9%,6.78,1.56,6.22,8.36,270.28,9.78,13.9,504,20.2k,729.4,72%,37.5%,25.1%,7,"[""Kai'Sa"", 'Xayah', 'Kalista']",
2024,Spring_Promotion,MGN Box Esports,Zodiac,18,16,2,88.9%,1.06,3,12.61,4.56,31.56,1.14,7.6,275,5.8k,211.6,75.7%,5.8%,13.7%,7,"['Alistar', 'Rell', 'Nautilus']",Support
2024,Spring_Promotion,MGN Box Esports,Nugu,17,15,2,88.2%,4.29,1.24,6.59,8.81,235.06,8.39,12.1,433,19.7k,703.3,62.5%,24.7%,21.7%,8,"['Orianna', 'Syndra', 'Neeko']",Mid Laner
2024,Spring_Promotion,MGN Box Esports,Emo,1,1,0,100%,4,0,12,16,173,8.1,9.4,441,16.8k,785.1,55.2%,13.8%,19.4%,1,['Orianna'],Mid Laner
2024,Spring_Promotion,Original Gaming,Luffy,20,5,15,25%,0.55,5.45,8.85,1.72,32.85,1.18,6.7,242,5.4k,194.2,69.1%,4%,13.7%,8,"['Renata Glasc', 'Rakan', 'Rell']",Support
2024,Spring_Promotion,Original Gaming,Usopp,20,5,15,25%,4.5,4.3,4.3,2.05,228.85,8.23,11.7,421,16.5k,594.2,64.7%,33.1%,23.9%,11,"['Zeri', 'Tristana', 'Ziggs']",Bot Laner
2024,Spring_Promotion,Original Gaming,Zoro,14,4,10,28.6%,2.14,5,9.93,2.41,134.07,4.71,9.6,336,11.3k,396.3,76.8%,13.6%,18.7%,5,"['Jarvan IV', 'Wukong', 'Rell']",Jungler
2024,Spring_Promotion,Original Gaming,Sabo,13,4,9,30.8%,3.62,3.15,3.92,2.39,237.92,8.45,11.8,418,16.6k,590.1,46.7%,22.4%,23.1%,4,"['Aatrox', 'Gnar', 'Yone']",Top Laner
2024,Spring_Promotion,Original Gaming,Sanji,11,4,7,36.4%,4.09,2.82,6.73,3.84,199.09,6.97,10.8,379,19.1k,667.3,71.3%,26.9%,21%,4,"['Akali', 'Sylas', 'Orianna']",Mid Laner
2024,Spring_Promotion,Original Gaming,Nami,9,1,8,11.1%,3.22,4.22,4.33,1.79,193.11,7.19,9.7,362,15.4k,574.5,64.8%,27.6%,21.2%,6,"['Diana', 'Tristana', 'Orianna']",Mid Laner
2024,Spring_Promotion,Original Gaming,Robin,7,1,6,14.3%,1.57,2.86,2.71,1.5,208,7.67,9.7,357,9.6k,352.3,48.4%,17.7%,21.5%,4,"['Aatrox', 'Renekton', 'Sion']",Top Laner
2024,Spring_Promotion,Original Gaming,Chopper,6,1,5,16.7%,1.5,4.5,5.5,1.56,121,4.61,8.1,308,7.1k,270.9,80.8%,17.3%,18.6%,4,"['Maokai', 'Jarvan IV', 'Rell']",Jungler
2024,Spring_Promotion,Rainbow Warriors,2T,23,16,7,69.6%,3.7,3.09,5.57,3,245.96,8.52,12.5,433,18.6k,644.6,51.4%,20.5%,22.1%,10,"['Renekton', ""K'Sante"", 'Irelia']",Top Laner
2024,Spring_Promotion,Rainbow Warriors,SPOT,20,14,6,70%,3.05,2.6,8.2,4.33,184.2,6.41,11.1,387,9.7k,338.7,65.6%,17.8%,19.9%,6,"['Jarvan IV', 'Viego', 'Lee Sin']",
2024,Spring_Promotion,Rainbow Warriors,Ezlove,18,12,6,66.7%,4.28,3.44,7.22,3.34,169.72,6.1,10.7,385,13.7k,494.5,60.9%,22.6%,19.5%,10,"['Kalista', 'Tristana', 'Lulu']",Bot Laner
2024,Spring_Promotion,Rainbow Warriors,Killer,17,12,5,70.6%,4.24,3,7.47,3.9,180.41,6.13,11.8,400,16k,543.1,62.4%,22.6%,20.3%,11,"['Xayah', 'Ashe', 'Kalista']",Support
2024,Spring_Promotion,Rainbow Warriors,Artifact,16,10,6,62.5%,4.31,1.56,5.88,6.52,267.88,8.86,13,430,19.4k,643.2,65.2%,27.6%,22.6%,7,"['Azir', 'Syndra', 'LeBlanc']",Mid Laner
2024,Spring_Promotion,Rainbow Warriors,Sung Jin Woo,10,7,3,70%,0.8,3.1,9.6,3.35,34.6,1.15,7.3,243,4.1k,136.3,68.9%,5.3%,12.8%,7,"['Alistar', 'Renata Glasc', 'Rell']",Support
2024,Spring_Promotion,Rainbow Warriors,Pake,7,6,1,85.7%,4.71,2.71,8.71,4.95,201.86,7.86,10.8,422,19.9k,774.4,57.3%,20.1%,20%,4,"['Syndra', 'LeBlanc', 'Orianna']",Mid Laner
2024,Spring_Promotion,Rainbow Warriors,Hyo,4,3,1,75%,2.25,3.25,12,4.38,120.75,4.21,9.9,346,9.1k,318.2,64%,10.1%,17%,4,"['Nautilus', 'Poppy', 'Lee Sin']",Support
2024,Spring_Season,CERBERUS Esports (Vietnamese Team),Hieu3,25,10,15,40%,0.48,2.92,8.4,3.04,45.72,1.37,8.5,255,5.2k,156.6,67.9%,3.7%,13.8%,12,"['Nautilus', 'Rakan', 'Tahm Kench']",Support
2024,Spring_Season,CERBERUS Esports (Vietnamese Team),Ikigai,25,10,15,40%,2.48,3.04,7.24,3.2,196.88,5.9,11.5,344,9.7k,289.8,74.3%,19%,18.7%,10,"['Xin Zhao', 'Vi', 'Sejuani']",Jungler
2024,Spring_Season,CERBERUS Esports (Vietnamese Team),Pun,25,10,15,40%,2.96,3.28,4.6,2.3,270.6,8.11,13.4,401,21.3k,637.6,57.8%,22.6%,21.8%,10,"['Udyr', 'Jax', 'Rumble']",Top Laner
2024,Spring_Season,CERBERUS Esports (Vietnamese Team),Richard I,25,10,15,40%,3,2.52,4.88,3.13,284.8,8.54,13.5,404,18.9k,566.5,60.2%,22.9%,22%,13,"['Azir', 'Karma', 'Taliyah']",Mid Laner
2024,Spring_Season,CERBERUS Esports (Vietnamese Team),Slowz,25,10,15,40%,4.16,3,5.12,3.09,297.88,8.93,14.6,437,19.2k,576.1,70.9%,31.8%,23.7%,12,"['Xayah', 'Kalista', 'Varus']",Bot Laner
2024,Spring_Season,GAM Esports,Elio,27,20,7,74.1%,0.59,2.56,11.59,4.77,66.52,1.96,9.2,270,8.8k,260.1,70.6%,3.4%,14.1%,11,"['Milio', 'Maokai', 'Tahm Kench']",Support
2024,Spring_Season,GAM Esports,Kiaya,27,20,7,74.1%,4.07,2.85,6.41,3.68,276.63,8.15,14.1,416,21.6k,635.3,60.7%,23.6%,21.7%,9,"[""K'Sante"", 'Udyr', 'Jax']",Top Laner
2024,Spring_Season,GAM Esports,Levi,27,20,7,74.1%,2.59,2.59,10.96,5.23,195.63,5.76,11.8,348,10.9k,322.2,78.5%,15%,18.1%,9,"['Rell', 'Vi', 'Maokai']",Jungler
2024,Spring_Season,GAM Esports,Pyshiro,27,20,7,74.1%,5.33,1.78,6.52,6.67,296.37,8.73,15.3,451,23.7k,697.7,68.7%,30.9%,23.5%,11,"['Lucian', 'Smolder', 'Senna']",Bot Laner
2024,Spring_Season,GAM Esports,Blazes,26,20,6,76.9%,4.81,2.65,7.23,4.54,298.58,8.77,14.8,435,23.8k,698.5,68.2%,27.2%,22.6%,8,"['Tristana', 'Azir', 'Orianna']",Mid Laner
2024,Spring_Season,GAM Esports,Emo,1,0,1,0%,1,2,2,1.5,283,8.83,12.1,377,25.1k,782.4,42.9%,14.3%,21.2%,1,['Hwei'],Mid Laner
2024,Spring_Season,MGN Blue Esports,Sorn,28,11,17,39.3%,1.96,4,8.79,2.69,183.89,5.71,10.8,336,11.9k,368.6,75.3%,13.8%,18.5%,9,"['Rell', 'Vi', 'Sejuani']",Jungler
2024,Spring_Season,MGN Blue Esports,Sty1e,28,11,17,39.3%,4.32,3.29,6.39,3.26,239.18,7.43,13.2,411,24.1k,748,75%,30.3%,22.7%,11,"['Senna', 'Smolder', 'Varus']",Bot Laner
2024,Spring_Season,MGN Blue Esports,Zodiac,28,11,17,39.3%,1.07,4.71,9.11,2.16,61.57,1.91,8.4,262,7.1k,220.9,71.3%,7.5%,14.5%,11,"['Nautilus', 'Maokai', 'Tahm Kench']",Support
2024,Spring_Season,MGN Blue Esports,Froggy,25,10,15,40%,3.48,2.68,6.8,3.84,260.16,8.09,12.8,398,21.2k,657.8,70.6%,23.9%,22%,10,"['Karma', 'Tristana', 'Twisted Fate']",Mid Laner
2024,Spring_Season,MGN Blue Esports,Rigel,17,7,10,41.2%,4.18,3.18,3.29,2.35,289.41,8.59,14.2,422,20.6k,609.9,49.4%,27.6%,23.2%,5,"['Jax', 'Aatrox', 'Zac']",Top Laner
2024,Spring_Season,MGN Blue Esports,Ryuk,11,4,7,36.4%,2.64,3.45,4,1.92,235.73,7.89,11.3,377,14.7k,490.9,51%,20.3%,21%,5,"['Udyr', 'Jax', ""K'Sante""]",Top Laner
2024,Spring_Season,MGN Blue Esports,Nogo,3,1,2,33.3%,2.33,3.33,4.67,2.1,293,9.06,12.7,392,17.5k,541.7,58.3%,19.4%,21.7%,3,"['Tristana', 'LeBlanc', 'Hwei']",Mid Laner
2024,Spring_Season,Rainbow Warriors,Artifact,24,0,24,0%,3.33,3.13,3.54,2.2,270.75,8.84,12.2,399,18.2k,594.2,61.6%,29.9%,23.1%,9,"['Azir', 'Orianna', 'LeBlanc']",Mid Laner
2024,Spring_Season,Rainbow Warriors,Zin,24,0,24,0%,0.96,3.33,6.83,2.34,44.83,1.46,7.6,248,5.6k,183.4,69.8%,8.6%,14.3%,12,"['Rell', 'Renata Glasc', 'Nautilus']",Support
2024,Spring_Season,Rainbow Warriors,2T,20,0,20,0%,2.4,4.9,2.65,1.03,239.4,7.82,11.2,365,15.7k,513.7,45.7%,21.7%,21.2%,8,"['Aatrox', ""K'Sante"", 'Jax']",Top Laner
2024,Spring_Season,Rainbow Warriors,Spot,20,0,20,0%,2.05,5.45,4.95,1.28,168.7,5.49,9.8,319,8.7k,282.7,66.4%,19.4%,18.6%,8,"['Jarvan IV', 'Xin Zhao', 'Lee Sin']",Jungler
2024,Spring_Season,Rainbow Warriors,EasyLove,18,0,18,0%,2.22,3.94,3.28,1.39,266.56,8.55,12.3,396,15.6k,500.8,52.1%,21.1%,23%,10,"['Smolder', 'Kalista', 'Varus']",Bot Laner
2024,Spring_Season,Rainbow Warriors,Hyo,4,0,4,0%,2.5,5.75,6.5,1.57,161.25,5.37,9.7,323,9.3k,310.9,63.2%,17.5%,18.1%,3,"['Jarvan IV', 'Nocturne', 'Jax']",Jungler
2024,Spring_Season,Rainbow Warriors,K1ller,4,0,4,0%,3.5,4.25,5.25,2.06,268.25,8.93,12.5,415,22.5k,748.6,61.4%,24.6%,23.2%,2,"['Varus', 'Lucian']",Bot Laner
2024,Spring_Season,Rainbow Warriors,Yuki,4,0,4,0%,2.25,4.25,4,1.47,247,8.05,11.9,389,12.5k,406.9,53.2%,19.1%,22%,4,"['Jax', 'Ryze', 'Jayce']",Top Laner
2024,Spring_Season,Rainbow Warriors,N0way,2,0,2,0%,1.5,6,3,0.75,132.5,4.9,8.3,309,11.6k,429.2,42.9%,14.3%,18.3%,2,"['Caitlyn', 'Senna']",
2024,Spring_Season,Team Flash.Vietnam,Draktharr,29,12,17,41.4%,2.83,3.17,8,3.41,196.9,6.01,11.4,348,11.6k,354.3,69.8%,18.2%,18.7%,10,"['Vi', 'Lee Sin', 'Maokai']",Jungler
2024,Spring_Season,Team Flash.Vietnam,Jane,29,12,17,41.4%,3.97,2.66,6.9,4.09,278.69,8.51,13.6,416,22k,671.4,70%,25.6%,22.3%,11,"['Orianna', 'Karma', 'Tristana']",Mid Laner
2024,Spring_Season,Team Flash.Vietnam,Puddin,29,12,17,41.4%,4.83,2.24,5.45,4.58,311.31,9.51,15,457,23.2k,709.3,66.2%,31.1%,24.6%,11,"['Xayah', 'Varus', 'Smolder']",Bot Laner
2024,Spring_Season,Team Flash.Vietnam,Soraaa,29,12,17,41.4%,0.66,3.31,11.21,3.58,34.07,1.04,8.3,253,5.6k,171,76.4%,4.2%,13.6%,11,"['Rakan', 'Rell', 'Nautilus']",Support
2024,Spring_Season,Team Flash.Vietnam,Yoshino,19,7,12,36.8%,2.79,3,4.26,2.35,250.95,7.68,12.3,377,17.1k,524.6,50%,19.8%,20.6%,4,"['Aatrox', 'Jax', ""K'Sante""]",Top Laner
2024,Spring_Season,Team Flash.Vietnam,Marcus,10,5,5,50%,4.1,3,6.8,3.63,257.2,7.82,13.4,408,19.2k,582.7,59.9%,22.5%,21.3%,3,"['Aatrox', ""K'Sante"", 'Gwen']",Top Laner
2024,Spring_Season,Team Secret (Vietnamese Team),Aress,27,22,5,81.5%,4.37,1.96,6.22,5.4,281.26,8.74,14.2,441,18.8k,585.3,62.3%,25.7%,22.4%,13,"['Orianna', 'Tristana', 'Azir']",Mid Laner
2024,Spring_Season,Team Secret (Vietnamese Team),Eddie,27,22,5,81.5%,4.44,2.22,6.04,4.72,303.04,9.42,14.8,459,23.1k,719,61.7%,26.1%,23.3%,9,"['Varus', 'Aphelios', 'Lucian']",Bot Laner
2024,Spring_Season,Team Secret (Vietnamese Team),Qiang,27,22,5,81.5%,3.15,3.15,8.44,3.68,187.67,5.83,11.5,358,11.2k,349.5,68.2%,18.5%,18.1%,10,"['Nocturne', 'Vi', 'Maokai']",Jungler
2024,Spring_Season,Team Secret (Vietnamese Team),Taki,27,22,5,81.5%,1.33,2.44,11.19,5.12,46.93,1.46,9.3,287,8.6k,266.7,73.6%,7.8%,14.6%,13,"['Nautilus', 'Renata Glasc', 'Hwei']",Support
2024,Spring_Season,Team Secret (Vietnamese Team),Hasmed,17,13,4,76.5%,4.12,2.65,4.71,3.33,278.06,8.99,13.5,436,21.6k,698.9,50.3%,23.5%,22%,9,"[""K'Sante"", 'Yone', 'Aatrox']",Top Laner
2024,Spring_Season,Team Secret (Vietnamese Team),Hiro02,10,9,1,90%,3,3.7,5.3,2.24,294.6,8.59,14.2,413,19.8k,576.4,51.6%,18.6%,21.1%,5,"[""K'Sante"", 'Jax', 'Gnar']",Top Laner
2024,Spring_Season,Team Whales,BeanJ,27,17,10,63%,2.56,3.81,9.19,3.08,172.74,5.28,10.9,333,10k,306.5,70.3%,15.3%,17.5%,9,"['Rell', 'Xin Zhao', 'Lee Sin']",Jungler
2024,Spring_Season,Team Whales,Bie,27,17,10,63%,1.22,2.41,9.89,4.62,46.48,1.42,8.7,266,7.4k,224.6,66.5%,7.3%,13.9%,11,"['Nautilus', 'Milio', 'Ashe']",Support
2024,Spring_Season,Team Whales,Gloryy,27,17,10,63%,3.93,2.59,6.11,3.87,300.81,9.19,14.1,431,19.1k,583.3,60.1%,23.5%,22.6%,10,"['Azir', 'Karma', 'Orianna']",Mid Laner
2024,Spring_Season,Team Whales,Sparda,27,17,10,63%,3.33,2.85,5.56,3.12,265.81,8.12,13.4,411,17.1k,523.6,53.2%,20%,21.5%,7,"[""K'Sante"", 'Jax', 'Gnar']",Top Laner
2024,Spring_Season,Team Whales,Artemis,26,16,10,61.5%,5.58,2.08,5.27,5.22,312.77,9.54,15.3,466,22.8k,695.7,66%,34%,24.5%,10,"['Varus', 'Caitlyn', 'Smolder']",Bot Laner
2024,Spring_Season,Team Whales,Harky,1,1,0,100%,8,2,9,8.5,322,10.4,16.8,543,31.7k,1022.9,70.8%,33.3%,24.8%,1,['Varus'],Bot Laner
2024,Spring_Season,Vikings Esports (2023 Vietnamese Team),Gury,25,14,11,56%,2,3.16,7.8,3.1,199.92,5.74,11.5,331,10.4k,298.5,65.5%,13.4%,17.8%,11,"['Nocturne', 'Lee Sin', 'Rell']",Jungler
2024,Spring_Season,Vikings Esports (2023 Vietnamese Team),Kairi,25,14,11,56%,0.84,2.72,9.68,3.87,47.36,1.36,8.8,253,5.9k,168.8,70.3%,5.6%,13.6%,11,"['Nautilus', 'Rakan', 'Nami']",Support
2024,Spring_Season,Vikings Esports (2023 Vietnamese Team),Kati,25,14,11,56%,3.88,2.8,6.6,3.74,318.24,9.14,14.8,427,24.2k,694.7,70.1%,25.9%,22.9%,10,"['Orianna', 'Taliyah', 'Azir']",Mid Laner
2024,Spring_Season,Vikings Esports (2023 Vietnamese Team),Kratos,25,14,11,56%,3.16,2.6,4.76,3.05,289.32,8.31,13.9,400,18.8k,539.3,52.9%,21.1%,21.5%,9,"[""K'Sante"", 'Aatrox', 'Jax']",Top Laner
2024,Spring_Season,Vikings Esports (2023 Vietnamese Team),Shogun,25,14,11,56%,5.08,2.92,5.44,3.6,334.92,9.62,15.7,452,26.2k,752.8,70.3%,34%,24.2%,13,"['Varus', 'Smolder', 'Kalista']",Bot Laner
2024,Spring_Playoffs,GAM Esports,EasyLove,13,9,4,69.2%,4.54,3.23,9,4.19,234.92,6.69,14.5,414,22.7k,646.9,70.1%,23.5%,21.6%,6,"['Senna', 'Kalista', 'Smolder']",Bot Laner
2024,Spring_Playoffs,GAM Esports,Elio,13,9,4,69.2%,1.69,3.15,11.31,4.12,100.92,2.87,10.3,294,9.6k,272.3,67.3%,8.8%,15.3%,9,"['Nautilus', 'Renata Glasc', 'Tahm Kench']",Support
2024,Spring_Playoffs,GAM Esports,Emo,13,9,4,69.2%,4.54,2.62,7.85,4.74,296.77,8.45,14.3,407,17.5k,497.9,64.1%,23.5%,21.2%,5,"['Taliyah', 'Neeko', 'Akali']",Mid Laner
2024,Spring_Playoffs,GAM Esports,Kiaya,13,9,4,69.2%,5.31,2.92,7.15,4.26,305.92,8.71,15.7,448,30.2k,859.2,64.5%,27.5%,23.3%,6,"['Rumble', 'Twisted Fate', 'Smolder']",Top Laner
2024,Spring_Playoffs,GAM Esports,Levi,13,9,4,69.2%,3.23,2.77,10.08,4.81,201.54,5.74,12.5,357,13.5k,384.9,68.9%,16.7%,18.6%,8,"['Wukong', 'Vi', 'Nocturne']",Jungler
2024,Spring_Playoffs,Team Secret (Vietnamese Team),Aress,9,3,6,33.3%,4.89,2.22,4.11,4.05,325,9.82,14.8,447,20.8k,628.9,71.7%,38.9%,24.8%,4,"['Orianna', 'Tristana', 'Ahri']",Mid Laner
2024,Spring_Playoffs,Team Secret (Vietnamese Team),Hasmed,9,3,6,33.3%,2.89,4.11,4.67,1.84,281.44,8.51,13.2,397,25.3k,763.7,60.2%,23%,22%,8,"['Jayce', 'Aatrox', 'Gwen']",Top Laner
2024,Spring_Playoffs,Team Secret (Vietnamese Team),Taki,9,3,6,33.3%,3,3.22,4.22,2.24,229.89,6.95,12.6,382,21.1k,638.8,57.5%,23.9%,21.1%,5,"['Senna', 'Varus', 'Xayah']",Bot Laner
2024,Spring_Playoffs,Team Secret (Vietnamese Team),Hiro02,7,3,4,42.9%,1.43,3.86,7.29,2.26,212.43,6.11,11.6,333,11.4k,328,61%,10%,18.1%,3,"['Vi', 'Maokai', 'Wukong']",Jungler
2024,Spring_Playoffs,Team Secret (Vietnamese Team),Xuhao,6,3,3,50%,0.5,3.83,6.67,1.87,80.83,2.57,8.2,259,5.5k,173.8,53.8%,3.8%,14%,5,"['Rell', 'Tahm Kench', 'Rakan']",
2024,Spring_Playoffs,Team Secret (Vietnamese Team),Palette,3,0,3,0%,1,4.33,6.67,1.77,96.33,2.65,9.1,252,5.4k,148.4,69.7%,9.1%,14.6%,2,"['Rakan', 'Tahm Kench']",Support
2024,Spring_Playoffs,Team Secret (Vietnamese Team),Yusah,2,0,2,0%,0,3,3.5,1.17,137.5,5.06,7.4,272,5.8k,211.8,53.8%,0%,16.5%,2,"['Sejuani', 'Maokai']",Jungler
2024,Spring_Playoffs,Team Whales,Artemis,6,1,5,16.7%,4.33,3,3,2.44,311.17,9.6,14.2,439,17.1k,528.2,65.7%,38.8%,25.3%,6,"[""Kai'Sa"", 'Kalista', 'Caitlyn']",Bot Laner
2024,Spring_Playoffs,Team Whales,Bie,6,1,5,16.7%,0.83,4.5,7.5,1.85,32.17,0.99,7.9,244,7.2k,220.9,74.6%,7.5%,14%,5,"['Alistar', 'Rumble', 'Rakan']",Support
2024,Spring_Playoffs,Team Whales,Optimus,6,1,5,16.7%,2,3.33,4.5,1.95,267.17,8.25,12.2,378,12.4k,381.8,58.2%,17.9%,21.7%,5,"['Orianna', 'Twisted Fate', 'Ahri']",Mid Laner
2024,Spring_Playoffs,Team Whales,Killerqueen,6,1,5,16.7%,1.67,4.5,4.83,1.44,181,5.59,10,310,9.4k,289,58.2%,14.9%,17.8%,3,"['Jax', 'Volibear', 'Xin Zhao']",Jungler
2024,Spring_Playoffs,Team Whales,Sparda,6,1,5,16.7%,2.33,5,2.83,1.03,249.83,7.71,11.9,366,16.3k,504.2,46.3%,20.9%,21.1%,5,"['Aatrox', ""Rek'Sai"", ""K'Sante""]",Top Laner
2024,Spring_Playoffs,Vikings Esports (2023 Vietnamese Team),Fireblade,10,6,4,60%,2.6,3.4,5.5,2.38,249.6,7.3,12.6,369,14.4k,421.8,45.3%,14.5%,19.2%,4,"[""K'Sante"", 'Renekton', ""Rek'Sai""]",Top Laner
2024,Spring_Playoffs,Vikings Esports (2023 Vietnamese Team),Kati,10,6,4,60%,5.2,2.3,6.2,4.96,333.3,9.75,15.7,459,25.9k,758.7,63.7%,29.1%,23.9%,4,"['Taliyah', 'Orianna', 'Tristana']",Mid Laner
2024,Spring_Playoffs,Vikings Esports (2023 Vietnamese Team),Shogun,10,6,4,60%,5.4,4,5.5,2.73,321.8,9.41,15.5,454,25.2k,737.9,60.9%,30.2%,23.6%,7,"['Ashe', 'Zeri', 'Kalista']",Bot Laner
2024,Spring_Playoffs,Vikings Esports (2023 Vietnamese Team),SofM,10,6,4,60%,1.6,2.2,11.1,5.77,54.1,1.58,9.5,278,15.6k,455.8,70.9%,8.9%,14.5%,5,"['Hwei', 'Rakan', 'Karma']",Support
2024,Spring_Playoffs,Vikings Esports (2023 Vietnamese Team),TomRio,10,6,4,60%,3.1,2.3,9.3,5.39,204.5,5.98,12.4,362,15.1k,441.5,69.3%,17.3%,18.8%,5,"['Xin Zhao', 'Lee Sin', 'Maokai']",
2024,Summer_Season,CERBERUS Esports (Vietnamese Team),Meliodas,29,8,21,27.6%,2.48,2.76,6.59,3.29,197.34,6.44,10.9,355,16.2k,529.2,74.3%,20.3%,19.8%,12,"['Nidalee', 'Sejuani', 'Zyra']",Jungler
2024,Summer_Season,CERBERUS Esports (Vietnamese Team),Pun,29,8,21,27.6%,2.48,3.76,5.07,2.01,228,7.44,11.3,369,15.8k,514.3,61.9%,20.3%,20.6%,14,"['Renekton', 'Ornn', 'Jax']",Top Laner
2024,Summer_Season,CERBERUS Esports (Vietnamese Team),Slowz,29,8,21,27.6%,3.48,3.55,3.66,2.01,283.55,9.25,12.7,415,20.5k,668.4,58.5%,28.5%,23.2%,11,"['Ezreal', ""Kai'Sa"", 'Zeri']",Bot Laner
2024,Summer_Season,CERBERUS Esports (Vietnamese Team),Richard I,28,8,20,28.6%,3.29,3.07,4.64,2.58,274.25,8.9,12.8,414,20.5k,664,64.7%,26.8%,23.1%,8,"['Corki', 'Tristana', 'Yone']",Mid Laner
2024,Summer_Season,CERBERUS Esports (Vietnamese Team),Tahahy,22,6,16,27.3%,0.64,4.18,7.05,1.84,36.77,1.22,7.2,240,5k,166.4,62.6%,5.2%,13.4%,6,"['Nautilus', 'Leona', 'Alistar']",Support
2024,Summer_Season,CERBERUS Esports (Vietnamese Team),Yume,7,2,5,28.6%,0,5.71,8,1.4,28.43,0.87,7.4,228,5k,152.8,66.7%,0%,12.7%,5,"['Alistar', 'Rell', 'Leona']",Support
2024,Summer_Season,CERBERUS Esports (Vietnamese Team),TT789,1,0,1,0%,3,5,3,1.2,211,8.2,9.7,376,13.6k,528.9,54.5%,27.3%,21.9%,1,['Lucian'],Mid Laner
2024,Summer_Season,GAM Esports,Elio,28,20,8,71.4%,1.29,3.5,11.25,3.58,48.21,1.5,8.6,267,8k,248.8,70.2%,7.2%,13.6%,10,"['Leona', 'Poppy', 'Renata Glasc']",Support
2024,Summer_Season,GAM Esports,Emo,28,20,8,71.4%,4.89,2.29,6.25,4.88,290.36,9.06,14.3,447,22k,687.8,62.4%,27.4%,22.7%,7,"['Tristana', 'Corki', 'Yone']",Mid Laner
2024,Summer_Season,GAM Esports,Kiaya,28,20,8,71.4%,3.79,2.43,6.61,4.28,274.57,8.57,13.4,420,22.9k,716.2,58.2%,21.2%,21.3%,12,"['Renekton', 'Gnar', 'Skarner']",Top Laner
2024,Summer_Season,GAM Esports,Levi,28,20,8,71.4%,3.93,3.64,9.21,3.61,224.39,7,12.7,396,20.8k,647.7,73.6%,22%,20.1%,12,"['Shyvana', 'Lillia', 'Brand']",Jungler
2024,Summer_Season,GAM Esports,Neo,20,14,6,70%,3.4,1.55,7.5,7.03,279.1,9.04,13.4,434,20.6k,668.6,68.1%,21.3%,22.2%,8,"['Ezreal', 'Ashe', 'Kalista']",Bot Laner
2024,Summer_Season,GAM Esports,Easylove,8,6,2,75%,5.38,5,10,3.08,289.38,8.27,15.5,444,30.1k,859.2,68.3%,23.9%,22.2%,5,"['Draven', 'Ziggs', ""Kai'Sa""]",
2024,Summer_Season,MGN Blue Esports,Phuc1,29,11,18,37.9%,3.45,3.41,7.66,3.25,182.03,6.26,10.7,368,16.2k,556.3,74.5%,23.1%,19.6%,11,"['Sejuani', 'Zyra', 'Nidalee']",Jungler
2024,Summer_Season,MGN Blue Esports,Sty1e,29,11,18,37.9%,3.79,3.41,5.41,2.7,269.76,9.27,12.5,430,19.8k,679.1,61.8%,25.5%,22.9%,12,"[""Kai'Sa"", 'Zeri', 'Miss Fortune']",Bot Laner
