Year,Tournamment,Team,Player,G,W,L,WR,K,D,A,KDA,CS,CS/M,G.1,G/M,KPAR,KS,GS,CP,Champs,total_games,max_G/M,max_CS/M,max_KDA,max_KPAR
2023,Spring_Season,Team Flash.Vietnam,Jane,32,13,19,40.6,3.53,2.41,5.28,3.66,276.47,8.43,13.0,396.0,71.9,28.8,22.2,13,"Gragas, Taliyah, Ahri",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Flash.Vietnam,Puddin,32,13,19,40.6,4.25,2.19,4.28,3.9,335.13,10.22,15.2,465.0,69.6,34.7,26.1,10,"Aphelios, Zeri, Xayah",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Flash.Vietnam,Yoshino,32,13,19,40.6,1.84,2.66,4.66,2.45,254.75,7.77,12.1,370.0,53.1,15.1,20.8,10,"Malphite, Fiora, Renekton",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Flash.Vietnam,Phuc1,31,13,18,41.9,2.13,3.19,6.35,2.66,161.23,4.94,10.5,321.0,69.9,17.6,18.0,7,"Viego, Vi, Sejuani",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Flash.Vietnam,Sora2,30,13,17,43.3,0.47,2.87,7.8,2.88,33.97,1.04,7.5,231.0,67.4,3.8,13.0,9,"Nautilus, Lulu, Nami",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Flash.Vietnam,TQ,2,0,2,0.0,0.0,5.0,11.0,2.2,47.0,1.32,8.1,228.0,91.7,0.0,12.8,1,Rakan,139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Flash.Vietnam,Ikigai,1,0,1,0.0,4.0,2.0,7.0,5.5,164.0,4.36,11.7,312.0,68.8,25.0,17.6,1,Wukong,139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Secret (Vietnamese Team),Artifact,33,11,22,33.3,2.27,2.52,5.64,3.14,264.27,8.34,12.1,381.0,64.8,18.6,21.6,14,"Jayce, Ahri, Taliyah",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Secret (Vietnamese Team),Eddie,33,11,22,33.3,4.42,2.36,3.64,3.41,308.91,9.75,14.1,445.0,66.0,36.2,25.2,10,"Zeri, Xayah, Varus",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Secret (Vietnamese Team),XuHao,31,11,20,35.5,1.06,3.13,8.16,2.95,33.87,1.06,7.8,242.0,74.1,8.5,13.7,7,"Rakan, Nautilus, Leona",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Secret (Vietnamese Team),Hiro02,25,8,17,32.0,2.36,3.88,3.24,1.44,255.88,8.22,12.0,387.0,43.5,18.3,21.8,9,"Gnar, Jax, Renekton",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Secret (Vietnamese Team),Qiang,13,6,7,46.2,2.77,3.85,7.15,2.58,161.23,4.74,11.2,329.0,72.1,20.1,18.3,6,"Wukong, Vi, Sejuani",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Secret (Vietnamese Team),Kratos,8,3,5,37.5,1.63,2.5,3.13,1.9,251.0,7.52,11.8,355.0,46.9,16.0,20.5,3,"K'Sante, Kennen, Gnar",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Secret (Vietnamese Team),Skewed,7,3,4,42.9,2.43,3.86,4.86,1.89,132.29,4.53,9.0,309.0,54.3,18.1,17.1,4,"Wukong, Viego, Vi",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Secret (Vietnamese Team),Penguin,7,2,5,28.6,2.0,3.86,5.29,1.89,166.29,4.83,10.7,312.0,63.0,17.3,18.0,3,"Wukong, Sejuani, Viego",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Secret (Vietnamese Team),Sorn,6,0,6,0.0,1.33,3.17,4.0,1.68,126.67,4.82,8.1,307.0,65.3,16.3,18.6,5,"Maokai, Nocturne, Sejuani",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Secret (Vietnamese Team),Elio,2,0,2,0.0,1.0,2.5,6.0,2.8,26.5,1.06,6.1,244.0,82.4,11.8,14.2,2,"Ashe, Nautilus",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Whales,Glory2,37,24,13,64.9,3.57,2.51,6.89,4.16,269.84,8.36,12.9,399.0,68.4,23.3,21.5,15,"Annie, Jayce, Ahri",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Whales,Killerqueen,37,24,13,64.9,2.76,2.81,8.35,3.95,166.73,5.17,11.2,346.0,72.6,18.0,18.7,8,"Wukong, Lee Sin, Maokai",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Whales,Nagiya,37,24,13,64.9,3.03,2.65,6.59,3.63,241.97,7.5,12.5,387.0,62.9,19.8,20.9,12,"K'Sante, Jax, Malphite",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Whales,Vit,36,23,13,63.9,4.83,2.47,5.31,4.1,318.19,9.78,15.1,464.0,66.2,31.6,25.1,10,"Xayah, Varus, Lucian",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Whales,Bie,33,20,13,60.6,1.09,2.06,10.45,5.6,34.03,1.04,8.3,253.0,77.0,7.3,13.8,16,"Nautilus, Ashe, Nami",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Whales,CBL,4,4,0,100.0,1.0,1.75,10.75,6.71,34.5,1.19,8.2,282.0,66.2,5.6,14.0,4,"Ashe, Rakan, Thresh",139,499.0,10.29,17.0,91.7
2023,Spring_Season,Team Whales,Harky,1,1,0,100.0,6.0,1.0,5.0,11.0,208.0,9.24,11.2,499.0,73.3,40.0,24.1,1,Xayah,139,499.0,10.29,17.0,91.7
2023,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Artemis,12,4,8,33.3,4.92,2.67,4.5,3.53,309.75,9.86,14.3,457.0,71.1,37.1,26.0,6,"Zeri, Jinx, Aphelios",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Draktharr,12,4,8,33.3,2.92,3.33,6.67,2.88,169.17,5.39,10.9,346.0,72.3,22.0,19.7,5,"Viego, Wukong, Kindred",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Pun,12,4,8,33.3,1.92,3.5,6.0,2.26,230.75,7.35,11.0,351.0,59.7,14.5,20.0,8,"Olaf, Malphite, Swain",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Yado,12,4,8,33.3,2.75,3.33,6.83,2.88,241.83,7.7,11.6,369.0,72.3,20.8,21.0,6,"Lissandra, Ahri, Taliyah",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),RonOP,8,2,6,25.0,0.88,3.13,6.5,2.36,35.63,1.13,7.4,233.0,65.6,7.8,13.4,3,"Rakan, Nautilus, Lulu",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Hieu3,4,2,2,50.0,0.5,3.0,13.25,4.58,33.0,1.06,7.3,236.0,79.7,2.9,13.1,4,"Rakan, Blitzcrank, Nautilus",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,GAM Esports,Kati,13,9,4,69.2,2.62,2.0,7.77,5.19,239.15,8.19,11.4,392.0,68.5,17.3,20.3,6,"Lissandra, Galio, Ahri",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,GAM Esports,Kiaya,13,9,4,69.2,3.0,1.85,3.85,3.71,260.54,8.92,12.5,428.0,45.2,19.8,22.2,8,"Jax, Fiora, Jayce",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,GAM Esports,Levi,13,9,4,69.2,3.38,2.08,6.92,4.96,177.08,6.07,10.9,374.0,68.0,22.3,19.4,7,"Wukong, Lee Sin, Kindred",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,GAM Esports,Sty1e,13,9,4,69.2,4.92,2.54,6.15,4.36,289.69,9.92,14.0,481.0,73.1,32.5,24.9,4,"Zeri, Jinx, Varus",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,GAM Esports,Zin,13,9,4,69.2,1.23,2.15,9.69,5.07,32.38,1.11,7.5,258.0,72.1,8.1,13.4,4,"Nautilus, Rakan, Lulu",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,SBTC Esports,DNK,16,9,7,56.3,2.13,2.94,5.38,2.55,155.81,5.4,9.7,337.0,61.9,17.5,18.5,5,"Vi, Gragas, Sejuani",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,SBTC Esports,Dia1,16,9,7,56.3,3.06,2.06,4.56,3.7,251.19,8.71,11.8,411.0,62.9,25.3,22.5,8,"Sylas, Syndra, Ahri",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,SBTC Esports,Nper,16,9,7,56.3,1.94,2.69,4.44,2.37,216.94,7.52,10.5,363.0,52.6,16.0,19.9,8,"K'Sante, Gwen, Kennen",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,SBTC Esports,Palette,16,9,7,56.3,0.63,2.19,7.88,3.89,33.75,1.17,7.1,245.0,70.1,5.2,13.4,7,"Lulu, Braum, Rakan",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,SBTC Esports,Slayder,16,9,7,56.3,4.38,1.75,3.19,4.32,293.81,10.19,13.4,466.0,62.4,36.1,25.6,6,"Zeri, Jinx, Xayah",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,Team Whales,Bie,9,3,6,33.3,0.11,2.56,8.56,3.39,31.67,0.99,7.2,223.0,70.3,0.9,12.5,9,"Renata Glasc, Nami, Blitzcrank",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,Team Whales,Glory2,9,3,6,33.3,3.67,2.0,5.67,4.67,277.0,8.65,12.9,402.0,75.7,29.7,22.6,7,"Annie, Lissandra, Ahri",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,Team Whales,Killerqueen,9,3,6,33.3,2.89,4.0,5.56,2.11,167.78,5.24,10.9,342.0,68.5,23.4,19.1,5,"Viego, Vi, Lee Sin",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,Team Whales,Nagiya,9,3,6,33.3,1.33,5.0,6.33,1.53,230.78,7.21,11.1,346.0,62.2,10.8,19.4,6,"K'Sante, Malphite, Jax",25,481.0,10.19,5.19,79.7
2023,Spring_Playoffs,Team Whales,Vit,9,3,6,33.3,4.33,2.78,4.56,3.2,322.56,10.07,15.1,470.0,72.1,35.1,26.3,5,"Jinx, Zeri, Xayah",25,481.0,10.19,5.19,79.7
2023,Summer_Season,CERBERUS Esports (Vietnamese Team),Elio,29,14,15,48.3,0.86,3.34,9.03,2.96,39.17,1.32,7.4,250.0,66.3,5.8,13.3,9,"Rakan, Nautilus, Rell",100,522.0,10.51,36.0,79.3
2023,Summer_Season,CERBERUS Esports (Vietnamese Team),Ikigai,29,14,15,48.3,2.24,2.17,8.76,5.06,158.52,5.36,10.2,344.0,73.7,15.0,18.3,12,"Sejuani, Maokai, Nocturne",100,522.0,10.51,36.0,79.3
2023,Summer_Season,CERBERUS Esports (Vietnamese Team),Pun,29,14,15,48.3,3.48,3.34,4.62,2.42,232.21,7.85,11.7,395.0,54.3,23.3,21.0,11,"Jax, K'Sante, Renekton",100,522.0,10.51,36.0,79.3
2023,Summer_Season,CERBERUS Esports (Vietnamese Team),Pyshiro,29,14,15,48.3,4.97,2.1,5.24,4.85,310.66,10.51,14.2,480.0,68.4,33.3,25.6,10,"Xayah, Kai'Sa, Kalista",100,522.0,10.51,36.0,79.3
2023,Summer_Season,CERBERUS Esports (Vietnamese Team),Richard I,29,14,15,48.3,3.38,2.52,5.79,3.64,247.41,8.37,12.0,407.0,61.4,22.6,21.7,11,"Ahri, Jayce, Tristana",100,522.0,10.51,36.0,79.3
2023,Summer_Season,GAM Esports,Kiaya,28,20,8,71.4,3.21,2.36,6.46,4.11,247.29,8.49,12.3,422.0,55.5,18.4,21.3,8,"K'Sante, Renekton, Jax",100,522.0,10.51,36.0,79.3
2023,Summer_Season,GAM Esports,Levi,28,20,8,71.4,2.89,2.71,9.79,4.67,170.61,5.86,11.0,378.0,72.7,16.6,19.1,11,"Wukong, Ivern, Maokai",100,522.0,10.51,36.0,79.3
2023,Summer_Season,GAM Esports,Slayder,28,20,8,71.4,5.75,2.14,5.61,5.3,287.57,9.87,14.2,487.0,65.2,33.0,24.6,7,"Kai'Sa, Xayah, Draven",100,522.0,10.51,36.0,79.3
2023,Summer_Season,GAM Esports,Kati,26,18,8,69.2,4.27,2.85,6.38,3.74,256.46,8.75,12.7,434.0,63.1,25.3,22.2,9,"Ahri, Jayce, Syndra",100,522.0,10.51,36.0,79.3
2023,Summer_Season,GAM Esports,Zin,26,18,8,69.2,1.08,3.5,10.62,3.34,36.23,1.24,7.4,253.0,68.9,6.3,12.9,9,"Rell, Nautilus, Rakan",100,522.0,10.51,36.0,79.3
2023,Summer_Season,GAM Esports,Palette,2,2,0,100.0,1.5,0.5,16.5,36.0,35.5,1.28,7.8,280.0,76.6,6.4,12.7,2,"Rakan, Galio",100,522.0,10.51,36.0,79.3
2023,Summer_Season,GAM Esports,playcool,2,2,0,100.0,7.0,1.0,7.5,14.5,248.0,9.29,13.9,522.0,59.2,28.6,22.6,1,Tristana,100,522.0,10.51,36.0,79.3
2023,Summer_Season,MGN Box Esports,Slowz,30,7,23,23.3,4.1,3.5,4.4,2.43,292.93,9.75,13.4,448.0,69.7,33.6,24.7,7,"Kai'Sa, Xayah, Ashe",100,522.0,10.51,36.0,79.3
2023,Summer_Season,MGN Box Esports,Sorn,30,7,23,23.3,2.3,4.13,6.17,2.05,178.2,5.93,10.7,356.0,69.4,18.9,19.6,9,"Nocturne, Sejuani, Maokai",100,522.0,10.51,36.0,79.3
2023,Summer_Season,MGN Box Esports,Zodiac,30,7,23,23.3,0.53,4.87,8.6,1.88,36.87,1.23,7.2,240.0,74.9,4.4,13.3,8,"Rakan, Nautilus, Alistar",100,522.0,10.51,36.0,79.3
2023,Summer_Season,MGN Box Esports,Nugu,24,4,20,16.7,3.13,3.13,4.0,2.28,255.29,8.59,11.8,398.0,60.2,26.4,22.2,13,"Azir, Syndra, LeBlanc",100,522.0,10.51,36.0,79.3
2023,Summer_Season,MGN Box Esports,Yuki,19,4,15,21.1,2.26,4.63,3.53,1.25,224.47,7.32,11.2,366.0,45.3,17.7,20.1,11,"Renekton, Gnar, Gwen",100,522.0,10.51,36.0,79.3
2023,Summer_Season,MGN Box Esports,Ryuk,11,3,8,27.3,1.45,3.18,3.0,1.4,241.55,8.34,10.8,374.0,39.8,13.0,20.8,5,"Renekton, Jax, Aatrox",100,522.0,10.51,36.0,79.3
2023,Summer_Season,MGN Box Esports,Emo,6,3,3,50.0,4.0,3.17,3.83,2.47,268.0,8.57,12.8,408.0,57.3,29.3,21.7,4,"Neeko, Tristana, Sylas",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Saigon Buffalo,Coated,27,15,12,55.6,2.41,3.48,4.11,1.87,235.78,7.95,11.6,391.0,49.9,18.4,21.1,8,"Jax, Rumble, Renekton",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Saigon Buffalo,Gury,27,15,12,55.6,1.93,2.48,7.37,3.75,158.3,5.34,10.1,342.0,71.1,14.7,18.4,11,"Maokai, Sejuani, Sion",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Saigon Buffalo,Shogun,27,15,12,55.6,4.48,2.41,4.44,3.71,291.7,9.84,13.7,463.0,68.3,34.3,25.0,12,"Aphelios, Xayah, Ezreal",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Saigon Buffalo,Slay,27,15,12,55.6,0.67,2.48,9.7,4.18,30.52,1.03,7.3,247.0,79.3,5.1,13.4,11,"Alistar, Milio, Rell",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Saigon Buffalo,Blazes,14,10,4,71.4,3.93,2.14,5.29,4.3,276.07,8.97,13.4,436.0,67.5,28.8,22.9,6,"Jayce, Ahri, Lucian",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Saigon Buffalo,Froggy,13,5,8,38.5,3.23,3.31,5.62,2.67,215.54,7.58,10.7,378.0,71.0,25.9,21.0,10,"Lucian, Karma, Jayce",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Flash.Vietnam,Hieu3,29,12,17,41.4,0.66,3.86,7.55,2.13,40.59,1.24,7.8,239.0,70.0,5.6,13.2,8,"Rell, Nautilus, Braum",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Flash.Vietnam,Jane,29,12,17,41.4,2.66,2.38,4.76,3.12,288.83,8.85,13.3,407.0,63.2,22.6,22.6,10,"Jayce, Ahri, Annie",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Flash.Vietnam,Puddin,29,12,17,41.4,4.79,1.97,3.41,4.18,336.59,10.31,15.3,470.0,70.0,40.9,26.1,5,"Xayah, Kai'Sa, Aphelios",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Flash.Vietnam,Yoshino,29,12,17,41.4,2.03,2.38,4.86,2.9,248.93,7.62,12.1,369.0,58.8,17.4,20.5,9,"Renekton, Jax, Aatrox",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Flash.Vietnam,Phuc1,24,11,13,45.8,1.5,2.79,7.04,3.06,156.42,4.75,10.4,315.0,71.7,12.6,17.4,9,"Maokai, Viego, Sejuani",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Flash.Vietnam,Draktharr,5,1,4,20.0,2.0,4.0,4.6,1.65,156.2,4.98,10.0,319.0,61.1,18.5,18.4,4,"Maokai, Wukong, Viego",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Secret (Vietnamese Team),Eddie,26,13,13,50.0,4.58,2.19,4.73,4.25,317.35,10.17,14.4,463.0,68.4,33.6,25.2,9,"Xayah, Aphelios, Kai'Sa",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Secret (Vietnamese Team),Qiang,26,13,13,50.0,2.46,3.23,6.69,2.83,157.65,5.05,10.4,333.0,67.2,18.1,18.1,13,"Maokai, Trundle, Ivern",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Secret (Vietnamese Team),Taki,26,13,13,50.0,0.5,2.69,8.77,3.44,33.15,1.06,7.5,240.0,68.1,3.7,13.1,9,"Rakan, Rell, Alistar",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Secret (Vietnamese Team),Hasmed,20,11,9,55.0,2.25,3.15,4.65,2.19,237.5,7.85,11.4,376.0,49.1,16.0,20.3,9,"Renekton, Rumble, K'Sante",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Secret (Vietnamese Team),Hiro02,18,9,9,50.0,3.44,2.78,4.0,2.68,264.56,8.65,12.7,415.0,56.8,26.3,22.5,10,"Jayce, Azir, K'Sante",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Secret (Vietnamese Team),Artifact,12,6,6,50.0,4.08,2.17,5.0,4.19,302.08,9.09,14.2,429.0,64.5,29.0,23.4,7,"Azir, Ahri, Tristana",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Secret (Vietnamese Team),Aress,2,0,2,0.0,1.0,2.0,5.0,3.0,266.0,7.87,11.8,348.0,54.5,9.1,20.5,2,"Neeko, Azir",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Whales,BeanJ,31,19,12,61.3,2.45,2.55,8.32,4.23,137.03,4.58,10.0,334.0,69.3,15.8,17.6,10,"Sejuani, Maokai, Vi",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Whales,Bie,31,19,12,61.3,0.84,1.87,10.87,6.26,36.52,1.22,7.6,255.0,75.3,5.4,13.4,10,"Rakan, Rell, Braum",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Whales,Gloryy,31,19,12,61.3,4.23,2.16,6.23,4.84,270.81,9.06,12.9,432.0,67.2,27.2,22.7,12,"Neeko, Ahri, Azir",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Whales,Sparda,31,19,12,61.3,2.84,2.84,5.52,2.94,240.9,8.06,11.9,399.0,53.7,18.3,21.0,10,"Renekton, K'Sante, Jax",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Whales,Artemis,28,18,10,64.3,5.5,2.07,6.0,5.55,298.54,9.97,14.5,485.0,71.2,34.1,25.4,9,"Xayah, Kai'Sa, Ashe",100,522.0,10.51,36.0,79.3
2023,Summer_Season,Team Whales,Vit,3,1,2,33.3,2.33,1.33,3.67,4.5,289.33,9.81,12.5,422.0,60.0,23.3,23.7,3,"Ashe, Kai'Sa, Xayah",100,522.0,10.51,36.0,79.3
2023,Summer_Playoffs,CERBERUS Esports (Vietnamese Team),Elio,8,2,6,25.0,0.63,2.88,6.5,2.48,43.75,1.44,7.2,237.0,77.0,6.8,13.6,6,"Rell, Rakan, Alistar",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,CERBERUS Esports (Vietnamese Team),Ikigai,8,2,6,25.0,1.25,2.75,5.38,2.41,153.63,5.05,9.4,310.0,71.6,13.5,17.7,8,"Maokai, Lee Sin, Poppy",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,CERBERUS Esports (Vietnamese Team),Pun,8,2,6,25.0,1.63,3.75,4.38,1.6,246.75,8.11,11.2,368.0,64.9,17.6,21.0,7,"Gwen, Jax, Rumble",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,CERBERUS Esports (Vietnamese Team),Pyshiro,8,2,6,25.0,3.0,1.88,4.0,3.73,328.25,10.79,13.6,447.0,75.7,32.4,25.5,5,"Kai'Sa, Sivir, Ezreal",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,CERBERUS Esports (Vietnamese Team),Richard I,8,2,6,25.0,2.75,2.75,3.75,2.36,260.25,8.55,11.8,389.0,70.3,29.7,22.2,7,"Tristana, Azir, Galio",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,GAM Esports,Kati,13,9,4,69.2,3.77,2.77,8.08,4.28,278.31,8.97,13.5,435.0,69.7,22.2,22.4,7,"Syndra, Tristana, LeBlanc",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,GAM Esports,Kiaya,13,9,4,69.2,2.46,2.23,8.0,4.69,250.62,8.08,11.9,383.0,61.5,14.5,19.8,8,"Jax, Ornn, K'Sante",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,GAM Esports,Levi,13,9,4,69.2,3.54,2.62,9.08,4.82,174.46,5.62,11.5,370.0,74.2,20.8,19.1,9,"Wukong, Rell, Maokai",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,GAM Esports,Palette,13,9,4,69.2,0.69,2.38,12.0,5.32,35.77,1.15,7.8,251.0,74.7,4.1,12.9,6,"Rell, Lulu, Braum",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,GAM Esports,Slayder,13,9,4,69.2,6.54,2.77,5.62,4.39,322.85,10.41,15.5,499.0,71.5,38.5,25.8,3,"Zeri, Kai'Sa, Xayah",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Saigon Buffalo,Coated,18,9,9,50.0,1.61,3.28,5.22,2.08,238.06,7.91,11.4,379.0,53.5,12.6,20.5,5,"Renekton, K'Sante, Rumble",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Saigon Buffalo,Gury,18,9,9,50.0,1.89,2.72,7.5,3.45,170.67,5.67,10.7,356.0,73.5,14.8,19.2,8,"Nocturne, Rell, Taliyah",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Saigon Buffalo,Shogun,18,9,9,50.0,5.11,2.78,3.89,3.24,295.56,9.82,14.0,465.0,70.4,40.0,25.1,8,"Xayah, Aphelios, Varus",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Saigon Buffalo,Slay,18,9,9,50.0,0.56,2.94,8.94,3.23,32.17,1.07,7.3,243.0,74.3,4.3,13.1,8,"Alistar, Lulu, Rell",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Saigon Buffalo,Blazes,15,8,7,53.3,3.93,2.87,4.53,2.95,261.0,8.88,12.7,431.0,67.9,31.6,23.1,9,"Jayce, LeBlanc, Sylas",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Saigon Buffalo,Froggy,3,1,2,33.3,2.0,4.67,7.67,2.07,208.67,6.2,11.0,326.0,67.4,14.0,18.2,2,"Taliyah, Karma",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Team Flash.Vietnam,Hieu3,9,3,6,33.3,1.0,4.22,8.89,2.34,31.67,0.98,7.7,239.0,72.4,7.3,13.5,5,"Rell, Alistar, Lulu",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Team Flash.Vietnam,Jane,9,3,6,33.3,3.78,2.56,5.22,3.52,252.89,7.81,12.3,381.0,65.9,27.6,21.6,6,"Neeko, Annie, Taliyah",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Team Flash.Vietnam,Puddin,9,3,6,33.3,4.44,2.56,4.22,3.39,319.56,9.87,14.6,451.0,63.4,32.5,25.5,3,"Zeri, Kai'Sa, Xayah",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Team Flash.Vietnam,Yoshino,9,3,6,33.3,2.0,2.78,4.78,2.44,245.89,7.6,11.9,368.0,49.6,14.6,20.8,4,"Aatrox, Renekton, Gragas",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Team Flash.Vietnam,Phuc1,6,2,4,33.3,1.33,3.33,9.5,3.25,156.0,4.73,10.0,304.0,74.7,9.2,17.3,4,"Vi, Sejuani, Viego",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Team Flash.Vietnam,Draktharr,3,1,2,33.3,4.67,2.0,4.0,4.33,198.33,6.37,11.9,380.0,72.2,38.9,21.2,2,"Viego, Rell",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Team Secret (Vietnamese Team),Eddie,18,10,8,55.6,4.22,1.22,4.17,6.86,347.0,11.1,14.9,478.0,75.1,37.8,25.6,5,"Xayah, Zeri, Kai'Sa",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Team Secret (Vietnamese Team),Hasmed,18,10,8,55.6,2.67,2.94,3.44,2.08,265.61,8.5,12.3,393.0,54.7,23.9,21.0,8,"Renekton, Aatrox, K'Sante",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Team Secret (Vietnamese Team),Hiro02,18,10,8,55.6,2.33,2.5,4.33,2.67,301.44,9.65,13.5,431.0,59.7,20.9,23.1,7,"Jayce, Azir, Neeko",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Team Secret (Vietnamese Team),Qiang,18,10,8,55.6,1.28,2.17,7.39,4.0,161.83,5.18,10.2,328.0,77.6,11.4,17.6,7,"Sejuani, Maokai, Poppy",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Team Secret (Vietnamese Team),Taki,18,10,8,55.6,0.67,2.28,7.44,3.56,30.78,0.98,7.4,237.0,72.6,6.0,12.7,6,"Alistar, Rell, Rakan",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Team Whales,Artemis,20,10,10,50.0,4.9,2.05,4.65,4.66,316.0,10.64,14.2,479.0,74.6,38.3,26.4,6,"Kai'Sa, Xayah, Aphelios",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Team Whales,BeanJ,20,10,10,50.0,1.65,2.3,7.9,4.15,131.75,4.43,9.2,309.0,74.6,12.9,17.1,7,"Vi, Sejuani, Rell",43,499.0,11.1,6.86,77.6
